iter	RMSE
2908	0.06861653599
2909	0.06860401878
2910	0.06860284162
2911	0.06859222595
2912	0.06858163889
2913	0.06857481215
2914	0.06857364369
2915	0.06856533868
2916	0.06855985248
2917	0.0685586909
2918	0.06854573406
2919	0.06853144787
2920	0.06851906516
2921	0.06850462248
2922	0.06848743246
2923	0.06847221101
2924	0.06846583329
2925	0.06845919498
2926	0.06845804268
2927	0.06844475562
2928	0.06844361106
2929	0.06842985192
2930	0.06842173521
2931	0.06840525047
2932	0.06839344332
2933	0.06837733237
2934	0.06836215992
2935	0.06834724698
2936	0.06834178226
2937	0.0683366273
2938	0.06832353542
2939	0.06831802027
2940	0.06831326425
2941	0.06830079227
2942	0.06829206985
2943	0.06829091431
2944	0.06828262323
2945	0.06826785095
2946	0.06825820069
2947	0.0682501397
2948	0.06823975503
2949	0.06822459009
2950	0.06821234777
2951	0.06820521769
2952	0.06819943519
2953	0.06819135337
2954	0.06818582506
2955	0.06816894352
2956	0.06816118577
2957	0.06815909312
2958	0.06815092144
2959	0.06814716096
2960	0.06813201839
2961	0.06811592346
2962	0.06810617233
2963	0.06809003315
2964	0.06808068989
2965	0.06806673978
2966	0.06806559639
2967	0.06806457975
2968	0.06805387458
2969	0.06804351233
2970	0.06802971168
2971	0.06801515522
2972	0.06801403607
2973	0.06801302994
2974	0.06800512012
2975	0.06799069101
2976	0.06798071617
2977	0.06797056961
2978	0.06796055635
2979	0.06795246199
2980	0.06794539843
2981	0.06793583703
2982	0.06792388568
2983	0.06791069386
2984	0.06789943132
2985	0.06789213351
2986	0.06787802766
2987	0.0678648145
2988	0.06785650485
2989	0.06784524459
2990	0.06783699597
2991	0.067827212
2992	0.067816772
2993	0.06781235175
2994	0.06780420414
2995	0.06779485671
2996	0.06778494049
2997	0.06777759086
2998	0.06776102057
2999	0.06775989732
